source_index,label,lot_id,map_sha256,split,map_path
3052,Scratch,lot123,b0a1bc06db967b0bc833e2e4eb5662c9c7dfad5d3c097ada4f1add51fc5855a1,train,maps/0003052.npy
3143,Near-full,lot127,057d1a57f5d672e80e060d21d10bfce17240e4c082e7ee2e2c446bc6f5e17767,train,maps/0003143.npy
3294,Loc,lot133,23687ba45a53aae1f75ee450b952dcf50410ae2a792837c6b0b3a6c8a98dd5ce,test,maps/0003294.npy
3359,Scratch,lot135,905c132af6c1af84128ea519a37e398682423e11061b5f3bef58b273c679d7fc,train,maps/0003359.npy
3377,none,lot136,6b1fa715aacffe6542a5545a64648faf903c8e201b5d3b80cbaa95af07223c0b,test,maps/0003377.npy
3423,Random,lot138,472da62ad805696d3113f2454320a6261f12fdde535b8c00ca9b3f7b2830cc23,train,maps/0003423.npy
3541,Near-full,lot142,cb047613f17695be1ad2a626be545c0e93457e2e33561f823501a4ad3f61a9cc,train,maps/0003541.npy
3773,Random,lot152,29ebaf8b73d25ed6778d5db4c07948a6d408c836884d350a1a3d50392909e3da,train,maps/0003773.npy
3843,Random,lot155,a81d9c4cbcfd2f7ef3a80f08769a5e0191c3e2888d6f90e97f591fef6fa7e973,train,maps/0003843.npy
3896,none,lot157,bc726d9fd53ffa05983bcc77ff9684d5105b730ca1289ba0de7d1a3e8fe55580,train,maps/0003896.npy
3917,Random,lot158,515ec9cc25a76fb01cd0cf196e21a3ce959937ac6f41f9fb8d379e5a8b5bd90a,test,maps/0003917.npy
3939,Random,lot159,519defda881b586c1ffcedd09b3b0b362a11057414c5f01ce9de621b9345bf18,train,maps/0003939.npy
3980,Near-full,lot161,6a6d690a17ee7100420c60f85a44f28496e7e804d1c09270a9e1db3f902b19d7,train,maps/0003980.npy
4349,none,lot175,e523fd11a6376ff4f8c0cd939c81b31857aa5f8fe34efed5e8f1f0a0596d1dc4,train,maps/0004349.npy
4379,none,lot177,6554e1b8998389a1d39793490b5eab10ebf1267aaf8eed04a302367c9a14db65,validation,maps/0004379.npy
4446,Scratch,lot179,e37bc61bf09423e5ccaedab1228439dcf0f53279360dd22842e45e284984d8b9,train,maps/0004446.npy
4651,none,lot188,68a076ed72a2b29b56a80f03d12b65b2743eccd5e418f289b9ec96337bd8e65f,train,maps/0004651.npy
4722,Scratch,lot190,ca453b59d2d24d4d85bd4942470c1bfc483be5fb18cc2a879fcd1da3595d9e0c,test,maps/0004722.npy
4788,Random,lot193,5148f1517b658d896e0f766dd2f68f2938584304367acefddfc84f91a71b7a33,train,maps/0004788.npy
4793,Edge-Loc,lot193,3ab22d077594267e62d721d6bc35a993694f6a63d685dbaeddeff268d18511a6,train,maps/0004793.npy
4884,Edge-Loc,lot197,dbfa856d6a0763d16787d1354de96c320175cbb9ea1b03b6a476707639e83653,train,maps/0004884.npy
5054,none,lot204,cc8e9ee45042328a01a50a47b63b48bc4598344399e32a254a13f46888382688,validation,maps/0005054.npy
5068,Edge-Loc,lot204,454be8be01f742d8244cf455a262460fc3674bc467a1325ca24aed46d697ea2f,validation,maps/0005068.npy
5372,Near-full,lot216,47d8ed804f62ffec72f555b71903fbd6dab44949d9e5966d4fab22c2f3cfe4e4,train,maps/0005372.npy
6340,Near-full,lot255,8207102e13dadf4a24ede457c31fc63df3e35a28db333f9e16fb0fbaffb4a0b5,train,maps/0006340.npy
6381,Loc,lot257,ae518ed7c2a4e38f4de5c1f076e0afc05c4b0279171922790bc6a02bba9592b0,train,maps/0006381.npy
6476,Loc,lot261,80d1a3b036209ee7e08ae311a2986118748ca6e15a8a9ef8bd9e6c69251f2fa2,validation,maps/0006476.npy
6721,Random,lot270,edb87e8c7456f439d003b8dbb334f960125b8f2f4a495d023f555c5bf9d21e3d,train,maps/0006721.npy
6854,Scratch,lot276,c91187cb8611f989d72e4671607ff6b613bca1c3c6be24d2fd8754f05422fe54,validation,maps/0006854.npy
7186,Random,lot290,8d97b5086ab8afdbc12ebe5e9d6a968bbb19c4583661db7b224139111a8f766b,validation,maps/0007186.npy
7265,Loc,lot293,607bfc3a87f8e560bb103430633bf298fb1bea8f5c18a892f9c65b6c83117eb8,train,maps/0007265.npy
7266,Loc,lot293,2d040448b1ebe83d0b799d61f20a26dabdb4057855df85509f0079c2b61de437,train,maps/0007266.npy
7278,Loc,lot293,004c0acbfb3b20444362b86917bdb52399a08c7ca28798cac14e996956e636ae,train,maps/0007278.npy
7316,Donut,lot490,99e525e1abdd2519a55146401911416878126d79efb8bd3ca818b0fee2414795,train,maps/0007316.npy
7335,Donut,lot534,dd6ded6fc858f02d63fc7a1e0da07e4c9545e0b9c16078ccebebac5076cfff9a,train,maps/0007335.npy
7338,Donut,lot534,949a778260d5ca1f4e2941ddc6b6fac8a4abe4cae37757a266d0172be040ec1a,train,maps/0007338.npy
7339,Donut,lot534,d4e318bd95da487862cc6448658c74ce3e706dbe6bd43ca665b719d8641b3a90,train,maps/0007339.npy
7340,Donut,lot534,97f1387a05e83b0b698982b25e4ef4923b0996bd6a0ec2f274031e19f725d1fa,train,maps/0007340.npy
7342,Donut,lot534,80397e5f9873a1d73b6b6d69057d0ffe107ab61fe85ca92ee0a08accc6826e77,train,maps/0007342.npy
7346,Donut,lot534,50dd392b6f5707e7d3b44a87d3eb6d826b21b582531b15ba717660564e1de918,train,maps/0007346.npy
7371,Edge-Loc,lot1287,ac7e267c48fd29f9eb70a24366bc82854b5d98205bb9d2473068566c2dcb888f,train,maps/0007371.npy
7382,Random,lot1288,9339db111f4c9e0a4a3814d3534c2acf660a323ccadce6fb034abd00ab5ae51a,train,maps/0007382.npy
7384,Edge-Loc,lot1288,91f8fd530f6a345cb1fd9803f581d1832f3a9c674d3991b95e8decfa6337fca9,train,maps/0007384.npy
7415,Edge-Loc,lot1289,6b4c2f639c60b95b053b94fb1aa69ffb76854597b46e78e7913ac5a345433f1f,test,maps/0007415.npy
7448,Scratch,lot1290,d2e84bee991415833c929c9debee8b5586671d977f9934b0713177f85b67950d,train,maps/0007448.npy
7452,Scratch,lot1291,4026e89c4c2b5e666f74e9ea8f2f4cf76a16cbfbca5967cadc570e4ea1e8b323,validation,maps/0007452.npy
7526,Loc,lot1387,18e1c73df047dd622d3ea4acd225d0987f74b91979d477fdfe855aa6ee37f77a,validation,maps/0007526.npy
7527,Loc,lot1387,6abfc3b1296f00645c968cac0f7f6947122ec62341167a5f1e7320fe01c91b81,validation,maps/0007527.npy
7528,Loc,lot1387,4148f487992a038d9822dbf24615839ae31d77089f7060bb5de0b341a0be5a81,validation,maps/0007528.npy
7877,Donut,lot1414,9248955219b9dfbca7670c53342533bc670f044549f47a0fd11f4178faf66b8e,train,maps/0007877.npy
7878,Donut,lot1414,284937db20e0497f9b56e69993e467ee0ce6c5a565d0eb6f51416f26ceeefea8,train,maps/0007878.npy
7905,Donut,lot1416,ce97f25fa820270bdce5616dcc2ea23b5f991b0c3221f7968ea77cb419ac45d5,train,maps/0007905.npy
7906,Donut,lot1417,20825f5043ba7e49baf92e189359a791f1c771f9429a5da37f2d4e79b263ae7d,train,maps/0007906.npy
7915,Edge-Loc,lot1418,5e21713f05fce506febd8441583940a3024520fe11b9374d95b718e7fb6dc91f,train,maps/0007915.npy
7936,Donut,lot1419,60aaffb106b1dad8751a99f0c6fc5bf78b930d681e6754435f196d1c80853e5a,train,maps/0007936.npy
7938,Donut,lot1419,f4776cf9ed0e02b62017e908c805c2fb86997247ded19297de21cb65f15560df,train,maps/0007938.npy
7939,Donut,lot1419,ece7fa3e697f558c9e62f146334213ea4f2f7bd011f1daedfa6ac6d8c8913563,train,maps/0007939.npy
7947,Donut,lot1419,231e34bf0c7a1579c97a03a4810881007fc789caedfb7beae10ea10cb78c8890,train,maps/0007947.npy
7948,Donut,lot1419,be394ad84220bda37f333648ed97d24b7640bd99ed606de5656fe0fb3e4dd23b,train,maps/0007948.npy
8103,Donut,lot1470,02fa251b8d8763d906f66ab3f286b0236ba99fd6b253a1159f96cb169c6617df,test,maps/0008103.npy
8541,Edge-Loc,lot1601,06c6d6f05fe76a0bfa7b62fcd9338a4b8af41304c929dfe9ef54cf9f02bb3696,train,maps/0008541.npy
8663,Edge-Ring,lot1639,238654ec9abb02beeff5b5a7b701ca50c3b642966221b6afa0c3a18b6fda8edf,train,maps/0008663.npy
9606,Donut,lot1827,7bf98d705631a1f80a713ef95f52841b0f51e44307aa204d7c5364f5d5d0bc7a,train,maps/0009606.npy
9608,Donut,lot1828,382ad7ecd6447c2d18706d69f9a7742b785b3824773332f41639816a73b00683,train,maps/0009608.npy
9797,Edge-Ring,lot1875,703e9ea169c4eafe266469aa0da41c7d40c73167b544b363c575e760b6376d77,train,maps/0009797.npy
11813,Donut,lot2017,64c0f630f9ef8932f6d4e84d84edcad31c3e0cfb7df34e7b4e829df5fafc9174,train,maps/0011813.npy
12596,Edge-Loc,lot2072,bb3ca9087bac4142a3fb60951b08cf96383161dc16032f161a348ee283a42275,train,maps/0012596.npy
12615,Edge-Ring,lot2074,f84b9966dfb86943362641cc2e3a129f98aef7cbd82e649c5105ad936028a05c,train,maps/0012615.npy
12662,Edge-Ring,lot2075,3a4b88388bb84619b6ea14629aeae2a71aa343739631d579e364e03abe8f453f,validation,maps/0012662.npy
12670,Edge-Ring,lot2076,60f6e427804ba58f36c4ba0fdaec7da41b955d2dc079535cdfd8e752c1d9dd10,train,maps/0012670.npy
12689,Edge-Ring,lot2077,d634106c04db5e442e075472403b511e45e91053ead9e1c5d57fc718846a3431,train,maps/0012689.npy
12697,Edge-Ring,lot2077,8febd29ca45f8cc5989298e084d7eb47066ef7ab6196a6f16c06f703c37ad5d0,train,maps/0012697.npy
12703,Edge-Ring,lot2077,66b05bc9af3683ae12ed249785e669a39c0631b13d5582bf5e8b5a7744b7fca9,train,maps/0012703.npy
12706,Edge-Ring,lot2077,e9f4afc422b58910186890acf0fd5c52a95a7f3157637175c08272809e808b15,train,maps/0012706.npy
13186,Edge-Loc,lot2105,5c564417ee5e8a8770bd1ab7789b0ff54b320ad724b4f080e9f262177f718459,train,maps/0013186.npy
13765,Scratch,lot2138,c075c826645bb400906c0439bf809b5a1decb269b4626aee5d7a9be37537799e,train,maps/0013765.npy
14044,Edge-Ring,lot2150,4a376de61f384611a1f493e8504e12bbfde1ccb3df9df3fd07d7df04cd733115,train,maps/0014044.npy
14069,Edge-Ring,lot2151,92bc4c5c2b789a9b70f6de0e497bdbb6dfb9079a5e5d706a6b7ca46674e677d6,train,maps/0014069.npy
14132,Edge-Ring,lot2153,e37d6271d24cffc27a3a1dbb553eca6185273d99c15b97d575ff5ff1d715f741,train,maps/0014132.npy
14151,Edge-Ring,lot2155,2b7c48d35ce82fa953d64f7337fbd7f2f790cdab0de16c7c2cda28d07dcd40e4,train,maps/0014151.npy
14164,Edge-Ring,lot2155,ad2f91040c5b7122434b0bd37fb628c04c04fb4d04dbbf478d9ef231347f58f1,train,maps/0014164.npy
14167,Edge-Ring,lot2155,dbf478f9c9c8ebd239d2cdbd7aa1f895a07d3bf429dac225daf58c72d71ef054,train,maps/0014167.npy
14173,Edge-Ring,lot2155,b0c6a1e5b83b1034d084e833c38aebc1eeb9c6429e4338b215e01a3f8f983bc2,train,maps/0014173.npy
14210,Scratch,lot2157,1febfd852e05b633d103ae0c91b7d9f8d43c18c7192680edf0872b344e07029d,train,maps/0014210.npy
15909,Scratch,lot2232,bb2a21bc5d5fe13032165097863bd9728ecb3a672128fdca4e08479e41a6e29b,test,maps/0015909.npy
16296,Edge-Ring,lot2256,94512ecb588bc28f433c12650ac5c010d9d525ef63da9d5fb7471ecebba01c99,test,maps/0016296.npy
16315,Edge-Ring,lot2273,d358677330029e670182112fec5548165c3dba74ede65be6a6cfb347287dd5c1,train,maps/0016315.npy
16870,Random,lot2312,6551fd25f7b97434d72993ec8da9c936d19fd01ec6b2e3b138200e725d688ef8,test,maps/0016870.npy
16872,Random,lot2312,c5d469661ebfaa1db3d177c59f4d98aa680b530bddf84214a28f6089a17d8547,test,maps/0016872.npy
18062,Random,lot2375,8b1586f9f2fde650401649cb6eed3415962fc0ba7764eb9734f8066ffec6ae18,train,maps/0018062.npy
18063,Random,lot2375,f89e8319428f25ec4be9f93ba0464e9fa8eab0e671b945396a60b26ba3f06430,train,maps/0018063.npy
18066,Random,lot2375,3ddb957ccf99f9a28e8aa12ae7c773147afedd5bb4fb9ff7e623ba7f256fe58e,train,maps/0018066.npy
18067,Random,lot2375,702490c96add8fbb34a4e53fe208ae97645eafd92417b2bf06fd322f733fe739,train,maps/0018067.npy
18068,Random,lot2375,08a70b5bc1e62d473a5887b2efef906975497186eb876e8beb28cb30cb217eb2,train,maps/0018068.npy
18069,Random,lot2375,723b7b3ffe76786d212bd508c9a31fe420c1d793770da033a28a29dc871e225a,train,maps/0018069.npy
18070,Random,lot2375,1722a261b34389a92b6e7366e2bc28943942f0168cbd0a196024fc5e8e60ad99,train,maps/0018070.npy
18073,Random,lot2375,ac66a3d3ffee1881b26929a1dfedc4d8787c14ab5483e5dc7562bb68342c7bf8,train,maps/0018073.npy
18074,Random,lot2375,45d974c207489b3df9d754e3675a56c1cfd3b1baecad7bbf6d437820bc81c95d,train,maps/0018074.npy
18075,Random,lot2375,7e7098ca52970002cc3b58ddbba48daec66e5f4876a1548a61bea6b96956c26f,train,maps/0018075.npy
18077,Random,lot2375,c14c7e31a8fc58b3a71fbdb53a88547bd9daf43a7f7bbec721914ba9d1ecb198,train,maps/0018077.npy
18081,Random,lot2375,998cebbf2253a54c13ae5945f2b8aaa0c03a3a9f93c535881f3e8c502eea8c14,train,maps/0018081.npy
18083,Random,lot2375,b5eee3a8cad3e1471573697d96c025c953bbe2eef4d53d4ed09d881ce4d955d5,train,maps/0018083.npy
18086,Random,lot2375,9c2d7530590f9e41dffb76385677bc103f7493d11abd1fab9d49c514be0d0df5,train,maps/0018086.npy
18112,Random,lot2377,f2136ff453c25cc08b3d855f88e804360e1b13cb344c11afa831821877e849d8,test,maps/0018112.npy
18114,Random,lot2377,023b962c1fbcbb506b20290e8152a363084fc96697b52705fa4288deb91eed21,test,maps/0018114.npy
18115,Random,lot2377,e9fc7178f3d88591b35bef85a413194b37f301c93d8875b7312329fc3a2af735,test,maps/0018115.npy
18116,Random,lot2377,a8b54f3ff2a528b59df89bca365bee9a758e3e3968effeed31722bdbdda63eeb,test,maps/0018116.npy
18117,Random,lot2377,babdf32eda24c5ffbd1a39eb2f627e249f28278f5bf25f6031a01dcc44f37fb1,test,maps/0018117.npy
18118,Random,lot2377,0cb4f8a541e6af6887dbc809e2537ae4552c3c9ec7b264fcd8255d9c171426d8,test,maps/0018118.npy
18119,Random,lot2377,5f8d11ad184fe79f873e49e6d0146a578fd05acfd98ad7b7af8aaf1e700c4f5b,test,maps/0018119.npy
18120,Random,lot2377,00d45eefb965fbe355ad0f03e3964052d9a9c79bc512ee6e979b575c57cf71ee,test,maps/0018120.npy
18122,Random,lot2377,1b90623f48153e7ddae8c4db4896672da7bfa37c26af8272e4289faabbfc23cf,test,maps/0018122.npy
18123,Random,lot2377,14c9cc0d39f3c56fbc1baec4560b14f203ebd5c69da8bf5a8f8d1b856c626685,test,maps/0018123.npy
18124,Random,lot2377,8c40d3647f69d7fe2cc6582d3cde053c5dc561b5f0d866edb8e64b340d100635,test,maps/0018124.npy
18125,Random,lot2377,ef4c4df9f611d5da3be42a529b816ca969064d083d383fd275f462dca72b9ab3,test,maps/0018125.npy
18126,Random,lot2377,5c968e62cba3ca7adad72c350dc87f0636ad1b2defa4ecdadc9f0a35ee146159,test,maps/0018126.npy
18129,Random,lot2377,1bbd9dc128322be6e18c492f869d6cc3c652a71f57f19504a1de42f37bba448f,test,maps/0018129.npy
18130,Random,lot2377,eedd857604094246574202181295f0319e13bf3bb60e5c2d680ea8ceb6005f38,test,maps/0018130.npy
18131,Random,lot2377,b8f1b32a7fac09be304181fceeaca02494f77d74c5683a16127812b6fed55bc6,test,maps/0018131.npy
18132,Random,lot2377,b316b0ab8031f94d9e0f216f61b0bc2f6656da3ae62df7efa69c71a3b39bffe1,test,maps/0018132.npy
18133,Random,lot2377,3b9a5699d60bde6d738e415342aa32fd2240dcab39f8975a21be296f12b786e9,test,maps/0018133.npy
18134,Random,lot2377,0c725932afaf55db169b884c4a2b2b717551e9240b34013cc355bbb64a0a8eab,test,maps/0018134.npy
18135,Random,lot2377,899286116def6fa7802ccc1b8e4722ff73b7c17739320ffb6c505632af81c7f7,test,maps/0018135.npy
18136,Random,lot2377,be899c4f8c7de1f08aa721ae31e0ea6f430f45211719ec48a3fe8386e993e7c4,test,maps/0018136.npy
19070,Random,lot2420,94e5420e16b1718b5baf8133e1902b3dfc64098a100fc62b67201b29ecd67985,train,maps/0019070.npy
19072,Random,lot2420,5e90974022bad54476eb22cc852509a47bb269502c3a899d04e75f8aaaeecee1,train,maps/0019072.npy
19076,Random,lot2420,955cedf672aed5f83714f934e6a4d723de2b11679ffbf7c724e7826f21d0b385,train,maps/0019076.npy
19113,Random,lot2422,0d67387a33c617a3713a988b33029572bb0ad29cec0f2ea3d2f757e10f9d3817,train,maps/0019113.npy
19120,Random,lot2422,97864cb5436f4fa03b8949114ba727dce58714cb3a3105160dc9e4719f93d97e,train,maps/0019120.npy
19135,Random,lot2423,befa75e986ad4aec8f312c04f6ef295a70ebcef02016de032959eea75aaf81b0,train,maps/0019135.npy
19139,Random,lot2423,a9f6ab1393a857c7128bcee1a6d01f0ec550f5a5fc3e838e880728ed0a591dd2,train,maps/0019139.npy
19140,Random,lot2423,1a9b6b2af4d65a975f61ea374768c40392369a4aeb0f0a8276f03a84615a5ef7,train,maps/0019140.npy
19148,Random,lot2423,a3b30c2c2e6395d87854b6e3c826a6e519e5fc97f7268cbbe4b129226257f4d9,train,maps/0019148.npy
19153,Random,lot2423,47eeda39b1def78686ebbe0692f1f73a77b9cabd9774c83ec96044830e8b68b5,train,maps/0019153.npy
19157,Random,lot2423,9e3316c2e518346a98489f65ab061d2ff5ec06d099221ee402377211024e20c7,train,maps/0019157.npy
19185,Random,lot2425,7037e789e2e01c20b2788e159141a9f94d64fcc352afff8e472f4d00950941aa,train,maps/0019185.npy
19188,Random,lot2425,4b641712263b7dd4562dac7403497f77c9e90cb33d2549b4c7e0fce4b00ee7c9,train,maps/0019188.npy
19189,Random,lot2425,076adf6296c68de7dc5da58259fc8818cc85d0ddcd99ea1c34f1ad5b1eabc918,train,maps/0019189.npy
19190,Random,lot2425,96be60a31c0803cb38d58de5411afe2f4358cfd0e04eedaed5d3daa15eb0281e,train,maps/0019190.npy
19196,Random,lot2425,8dcc41c60072afa6f82c3c3b84f48984a651de188dd0dfdaf4af41a782c5c064,train,maps/0019196.npy
19197,Random,lot2425,51f05d80f85b644a5c7913c2551384f80ab9053c6d221bf6afbd4d7c64008aba,train,maps/0019197.npy
19200,Random,lot2425,87fcb4ec845440310c161f02b50476da97fa79f634128e0183a8716037eeef8d,train,maps/0019200.npy
19201,Random,lot2425,aefebabfa7cf8f2175e1066ae906e78872884084be375d7e7fe61e4e22da7ba3,train,maps/0019201.npy
19202,Random,lot2425,16fbd7b7c0c31dfe255506809c4b70258a84c4fd0ac064033fcffee6cee56e5f,train,maps/0019202.npy
19203,Random,lot2425,020bcd494515351a6f1f975f0246c81eb819040cb706e3f9daaca20c5a3ee3da,train,maps/0019203.npy
19204,Random,lot2425,d8e63be53286838adc252add88d353afdc114a55e60d9da95623ffd48a995ada,train,maps/0019204.npy
19206,Random,lot2425,cc29023741136f3b3b684862d6e550d67aff377209159974f99583868d527d93,train,maps/0019206.npy
19207,Random,lot2425,a9cb784cac4bbe08adad6aeb41946f9272d95378ef4d1a23a6843c12dc8afd68,train,maps/0019207.npy
19208,Random,lot2425,3f4893b45cafe30b6f5c95d7735f2983f50280cd50d0505cb67fb840f558cb71,train,maps/0019208.npy
19211,Random,lot2426,d4aa16cd7d4d325d712d84ec0f7b2596ccfce3099ea406804472fcc19d02cfbd,train,maps/0019211.npy
19221,Random,lot2426,703746ffdb2ec3619a9cbaa774ab6cd9a8e41f5e3b3be3cb4770503640084861,train,maps/0019221.npy
19223,Random,lot2426,6395788bf6d00b38a4989c06bd318c4070268585c6872a68d7a3e42b13e6099a,train,maps/0019223.npy
19227,Random,lot2426,c4e60cfc9748e0844f287bc7c04794a44341f909055b62078a47998591159cad,train,maps/0019227.npy
19229,Random,lot2426,3a1491d08d0d2a44396f260c220247e46aefd66333739822dc4bbf970169b7c5,train,maps/0019229.npy
19231,Random,lot2426,301a3adce8a89523824ee4663d3dfcedf14fab1720e5a94ebd9ce699e10ca78b,train,maps/0019231.npy
19268,Random,lot2428,dd9c9965fb431e0b855fd845017c713f36dbc26fb314ccda60f34fa950fee767,test,maps/0019268.npy
19273,Random,lot2428,1b500ec714786c93d4a549ea1f72eff89a0edec48161649ffa53fc12149789cc,test,maps/0019273.npy
19279,Random,lot2429,e436b992fd0c78da6daddeca1fb0f0428d409698f11c935e2d36bf64c9fa07d8,train,maps/0019279.npy
19282,Random,lot2429,98c2c1998340c2fe043869c7c000f8e5f35cda0cb33fd8bdb9c9dc31d9cade5d,train,maps/0019282.npy
19369,Random,lot2432,b13f159b8b7afab569b03a77cfa50723c130f74a78e02f49102142c2b2479525,train,maps/0019369.npy
19372,Random,lot2432,81a9710fa3d4eb84a8cb73bc6b29c315cbf01d8d1c34e2802ad22cf3c5ca8c13,train,maps/0019372.npy
19408,Random,lot2434,0fd4f5f19c65303e1500c116d29af4696157393094a5263eb0f7c671d4b7b489,train,maps/0019408.npy
19410,Random,lot2434,8e5f18292050bb0a1cbd0a46f24b3f5a889610dcc0b093f057594e1440d77517,train,maps/0019410.npy
19414,Random,lot2434,1cf4104e6bbffa8b51938465433d8eebfdae39557648f02a0e5c3b0b9f22e0e7,train,maps/0019414.npy
19424,Random,lot2434,f821be746ede70282995bb177cc89459054bd50ff3899aa94c5334a7b17295d6,train,maps/0019424.npy
19456,Edge-Ring,lot2436,635e037de4d707828444ff60c6fbe4ba84896501fad391627aae3a28a47e22b7,test,maps/0019456.npy
19457,Edge-Ring,lot2436,edceef36d786b6190368fdc7cbb6fba5852381a8ade47fd7d99c6462b5a4f662,test,maps/0019457.npy
19459,Edge-Ring,lot2436,b494d7e8d22ac1b7fa128e2fea5a6c7adeab90ac9ce7365e51aed8ecc826825d,test,maps/0019459.npy
19476,Edge-Ring,lot2436,cd74e4a337e93be2a468e986e7e694b8a8cb4248276f59ef19c8f2f0cfacd651,test,maps/0019476.npy
19483,Edge-Ring,lot2437,21fadfa3e0ef56b56b236f8d74fdb3ffb2e4c7c5b735073ca51604ff868b4acd,train,maps/0019483.npy
20061,Random,lot2463,8acd9a413df27b8ee893cf6f5317bc0d2811468f1e39cf93b127a435636b2515,train,maps/0020061.npy
20671,Edge-Ring,lot2489,c42340bc32e5667ca247c893634abbd09ba4f62aa178bc6936d5384ea98f37fa,validation,maps/0020671.npy
20676,Edge-Ring,lot2489,dfb657c0d6ea0407d70a89fe189a8f39bed757f0e8cb1e266366b639c02e9a4f,validation,maps/0020676.npy
20678,Edge-Ring,lot2489,45dcd8305c61c86a4e45e9d889b4e95509e1c17adc373cb0a2f3516b1c4d56bf,validation,maps/0020678.npy
20788,Edge-Ring,lot2494,5d6709763651d27c0ec94cc90610f554825b81012cd23c7281c2d698504ec8f4,validation,maps/0020788.npy
20804,Edge-Ring,lot2494,047e17c2c29277d27318d7866b16691604c568d922c71722720c4ca8b6665d42,validation,maps/0020804.npy
20821,Edge-Ring,lot2495,28e2e9c90bc87d9a4e00f57398f50950d09324ff1d70dd0826a899c6f745f7c7,train,maps/0020821.npy
20831,Edge-Ring,lot2496,512747ab5e4ad1756764e02b27d3de5bd5423f7439179ede0c39a98faa153b05,validation,maps/0020831.npy
20840,Edge-Ring,lot2496,c07d35395484c4537b25f0d8962342f5295fca01e36215021e53352787a23d3a,validation,maps/0020840.npy
20842,Edge-Ring,lot2496,74e46d62ce6f26709a15cf012ac74f2d6a56a535d0162c209005d0cce97e2cb0,validation,maps/0020842.npy
20903,Edge-Ring,lot2498,9811d1ccf2a4f51fc17453ed1389791c28ab7399492a62c5a46944c7a0b323a6,train,maps/0020903.npy
20941,Edge-Ring,lot2500,d47449ecf817bef8dd582dd4f8df14f613543b04f9dea84d481312f7fdfd5597,train,maps/0020941.npy
20949,Edge-Ring,lot2500,2175ab02b113a0bfaaa883fd10ad769f295e05cbe54c2828789a82daf05a9cd6,train,maps/0020949.npy
20962,Edge-Ring,lot2501,bcec090f22e266219fdc4f845587bf5b9777f2ad04c9a331c7e3a836a78c024a,test,maps/0020962.npy
