source_index,label,lot_id,map_sha256,split,cache_index
2711,Edge-Loc,lot109,1430e7c164bbe348ad3e5f3e6d0563c5dfed26f7bec10b7c28214d565804e2a6,train,115
2721,Edge-Loc,lot110,bfcb12c28e24fe25a0b016af7a39d9578a732f625d82517f1bcf52fc877cd6f6,train,116
2728,none,lot110,f51d487f71bc8a0fe25b025a0c678041e9e0cb1bda5aa239cd0d789b10882cb8,train,117
2737,none,lot110,e89dddb5dc57144cc734efb714418d67f2aac172d86ecc77b2028f76bed537b5,train,118
2789,none,lot112,e95bcf56ce510d61d768a4620990f14d0bae5a70aab7a4b4cd56caa76537eed9,train,119
2796,none,lot113,2dadad54b6156c919aa5b8f169163881bd58aefe1799c9f715e8475773516206,train,120
2843,none,lot115,8b9d4e4ea25752e117611ac99c9a260ee8b80a4e9e9d0afb78b245364e1e3dc1,train,121
2860,none,lot115,182e7f3fc04b1c5772e9ce010fc68887628d4b12d604edf366d1ca80baca6f8a,train,122
2874,none,lot116,30c1ad60c42c16160d0898c1a3040fa7d208064be5af8ffc896574e151e733f2,train,123
2894,none,lot117,af29a551c35d83b00a7dffda7ab7d65d15346606f429db7bbcf076370bb4518e,train,124
2905,none,lot117,b31bfb1ffb63f90ee2cb28b16edb2070f16c49ac3ef54e04d173db65c28c9552,train,125
2913,none,lot117,0851441dc71d7e44a64e754d63488542ce71db970fb6b74b310ce77ca923201f,train,126
2967,none,lot120,14cc2d12417235648f37e461513a114308853e444c95f018aa219c149fee284b,train,127
2971,none,lot120,7e8385312151347e21b03acdc2aa117a891f8c09a98cf894a26f4cef2bcbc5dc,train,128
3019,none,lot122,ea66322453fd9b9b7ec25595d4ff8eda35d3b645b6b77f6c3b16d1aefd1ca941,train,129
3025,none,lot122,a8aa160457e8441a51a9661ece55371110c54d2c1516ae4e95a89b39effc33d8,train,130
3038,Scratch,lot122,87c12d614b4494f7d41e3a472d10327f3f87284d8c847de87820e9cf47cd3eb8,train,131
3050,none,lot123,139a7ba84fdf45fb480f357615a6227cd39ae8c1f72368bb83f0a830ccb7eaf2,train,132
3052,Scratch,lot123,b0a1bc06db967b0bc833e2e4eb5662c9c7dfad5d3c097ada4f1add51fc5855a1,train,133
3054,none,lot123,f570211bb041fdbb74e362f8e62e1097768a8e2d68cc0e3bcb892e2ba3c9a4e4,train,134
3069,none,lot124,4addebdacab8f69af05a46d95ef8b785a1f11bcf39ae3257eea0907a244e0d41,train,135
3107,Edge-Loc,lot125,42d9e456a656a4b3be3cde26073bd0f1311d05c501d16169e7cf18336a154f7f,train,136
3113,none,lot125,d124d807bb4de3577dad66aa57649a58dce4f49a86468c5e95ee6c113a7a688f,train,137
3131,Edge-Loc,lot126,7d25f1a361d12b156d8562e2616ef04f6fe5ae2c06725d2bb7ae3c3aeafd90c6,train,138
3143,Near-full,lot127,057d1a57f5d672e80e060d21d10bfce17240e4c082e7ee2e2c446bc6f5e17767,train,139
3164,Edge-Loc,lot127,92e95209f61081ac3938e089c9b6ec685e71e8fe827b47b8c2bc3129807ebff5,train,140
3277,none,lot132,d05daf369a9e9b1d82e2eaf9b70db70492273793b5df9d16e25426f996e832ea,train,141
3280,Edge-Loc,lot132,aaaa3bded3fd25b7369a087c0fb30609e8e6086d277fea705ccfb5d941f534da,train,142
3294,Loc,lot133,23687ba45a53aae1f75ee450b952dcf50410ae2a792837c6b0b3a6c8a98dd5ce,historical_test,143
3317,none,lot134,4d2944d159af94619b6c0d78f47313663abc24a854d657f0158ca486ef80eb13,train,144
3324,none,lot134,764900bd0808617fedb885e2fbe8746b7cd2194ffbf20128ef1f791feb8c2490,train,145
3330,none,lot134,7859e1e4c9b7284901df9b615c0964051d346fdc31fd9122030791e4b70a110b,train,146
3331,Edge-Loc,lot134,1117755b5002d3b230855789cf89348de7373207e4150dc29114c38110375b8a,train,147
3359,Scratch,lot135,905c132af6c1af84128ea519a37e398682423e11061b5f3bef58b273c679d7fc,train,148
3377,none,lot136,6b1fa715aacffe6542a5545a64648faf903c8e201b5d3b80cbaa95af07223c0b,historical_test,149
3403,Edge-Loc,lot137,cc7439f066153fa6fa60cc95971b0d26eaf0e05b6eb09320a4bbbc2ba9eb35be,train,150
3411,none,lot137,5d01d6bfa594a44b65061ff74cc948372c5e99fd4048e5b8b97d949a84707a96,train,151
3413,none,lot137,48ee8cbc88cb6da92eff317e3053a0a43369788f10056c67fe57df064b736195,train,152
3423,Random,lot138,472da62ad805696d3113f2454320a6261f12fdde535b8c00ca9b3f7b2830cc23,train,153
3424,none,lot138,5786f8aa2d8b8d4c3a601e68804d1401399214dcefbeb53c7053ada342ed86ab,train,154
3487,Loc,lot140,c1bd942d06b06df52c468cabbade0f9ffaa77d02e55f1d4c6eb4f190fdfbffb0,train,155
3524,none,lot142,fe43516eb902dfd17a9dd073fd67e475863d8ca21e863d5092eb64144be0ff46,train,156
3534,Edge-Loc,lot142,9c0326498a675691b96acfdfd3e72194b88e90d977f46bc6a1ef2a91b820935b,train,157
3541,Near-full,lot142,cb047613f17695be1ad2a626be545c0e93457e2e33561f823501a4ad3f61a9cc,train,158
3633,Loc,lot147,4b2b717e5505ed9b9845fc2f49a299202771808a66292da252b6be0bec0795a1,train,159
3652,Loc,lot148,e6bb7ef80a35e50a797ae8577820957fc972ad0046b1393a20765aec2232b587,train,160
3657,Loc,lot148,e52e2387a3618ee1ebf2a7678d97ca363da6e4aa006ab1f637d60fb1d587bd3a,train,161
3660,none,lot148,aa0eff1f951477b0f0931b3c66bd9949a39d93b51bfabc3449cb23cac4993e4c,train,162
3665,none,lot148,bfaf3fabf3ea5a9a7d7307123c9478fe825d21c0e7185272cdf7e23b29f250c5,train,163
3675,none,lot149,3b20af18e205de97abdeb34ee9613978e7a61bcf04d33a4aae03b101357de646,train,164
3739,none,lot151,1c5bf0bc00eb4ed94838a1fe956ec3fed7e35566d8812fe6d3fa1bbbe42d9056,train,165
3743,none,lot151,836a32ff23689d92b18769b6d86516eb034b8f4fdfa8f4e9d1f77f18d443f5e4,train,166
3760,Random,lot152,35b5710303205322f3ffeb3bab11b1b880919425910bb4bb6ee57a983d3bb109,train,167
3773,Random,lot152,29ebaf8b73d25ed6778d5db4c07948a6d408c836884d350a1a3d50392909e3da,train,168
3792,Edge-Loc,lot153,16d82d951c8aa464a8ef03c3e8355856be17ccb6992f0088cd411260b1958f4c,train,169
3830,none,lot155,90e19d844e653de3554553e1e88058ab9d6e080262b04984199839048918a15a,train,170
3843,Random,lot155,a81d9c4cbcfd2f7ef3a80f08769a5e0191c3e2888d6f90e97f591fef6fa7e973,train,171
3859,none,lot156,e12b18ba5243594b733c1e64e9cbcbc6358e7d51aeebcbcbf1ce9e57b1633119,train,172
3883,none,lot157,3d9d7ce6c861fd880067951bb7d26cb29c9ea4218102b72150625ee7f0f4ab74,train,173
3917,Random,lot158,515ec9cc25a76fb01cd0cf196e21a3ce959937ac6f41f9fb8d379e5a8b5bd90a,historical_test,174
3939,Random,lot159,519defda881b586c1ffcedd09b3b0b362a11057414c5f01ce9de621b9345bf18,train,175
3940,Scratch,lot159,eaa63b93e8ae8d533364116a098ef012b353fabc347ae83007d95dc1a345263e,train,176
3980,Near-full,lot161,6a6d690a17ee7100420c60f85a44f28496e7e804d1c09270a9e1db3f902b19d7,train,177
3992,none,lot161,9fe9b6b12480af6bfd7996e0e662e83bb0500809381a04a4a00c0f1834d95d18,train,178
3999,none,lot161,40a07453742985ced21268e22f5e0c1aafca64ef3c121e82a4a0df1437393aa5,train,179
4025,none,lot163,31279751469ee381ba6c983d6008547ed11ccff5abbab0c5089c7f92cb845780,train,180
4040,Loc,lot163,94c320c0008e134c2a5ec59a636c4bad85ea1c2495fccabf0930292abdafd993,train,181
4045,none,lot163,9a1350ae4c51eb3b6bd0a7bee530d2af61f5f75359f937fc6d9b2fbcb14d28d7,train,182
4047,Edge-Loc,lot163,f503a506933d60d3c64a782b8984e15dc9789dd6dd8607324eff72691437afd2,train,183
4073,Random,lot164,0c7d4bf168f1044fe64b6c327dc5d54024be89902643fb09127e0c985c282401,train,184
4082,Scratch,lot165,872cd464e6c9018bd6cdb026b131761bb719a247fb3f8be299c586079f5f20a7,train,185
4123,none,lot166,5ad194ccb989d426eb60d55dd2ef04cd8d85b3f65a77bfc110db5850dc0bfef6,train,186
4130,none,lot167,7df3144b072d1561656dfe3453bf7782059c1d32fb74ba2955c93155320bb6f8,train,187
4132,Random,lot167,93dfc606cbea9208037962b7d081d52a51fe41c67a2cb6666c9e01410fd5a154,train,188
4148,Loc,lot167,1556a3443ce159576f9cba763ed030fe0e17e30751af68b9596b75a18144346a,train,189
4173,Edge-Loc,lot168,ab6604423d2b16acdf865e930d968838292834dee681065b3f2d16cb250d590e,fresh_audit,190
4176,none,lot169,60c163bb61661094b7392f578ef610dd6e9ba3f30c0a4a9f6d327160d494c71a,train,191
4195,Random,lot169,d944642d4d9ac6e833be431b042e079e6b2d2e2f7f66d86e352f02d0cb28e98b,train,192
4205,none,lot170,e01e07e268e8686e31097fcbe1861c5b87278308c2b2e9232697b28db69411a2,train,193
4233,Random,lot171,9c2568293affb58ad3cbd0f17b8f3d1c00a2cb44b131f0008ccd49aedb000c7a,fresh_audit,194
4272,none,lot172,02405063c7d9297720f00c884245c7dd2f9d6ab1bd94029ae46af45c56146e0c,train,195
4276,none,lot173,eff44689de99b337197f6b7599c2c7a0fb2d2c208957e277c7e6cec3ccc6b8fb,train,196
4287,none,lot173,c201dc9600aa425d1b0ddfb1e6ef564a8e848421a433da2340c31ee835b9cb0a,train,197
4302,none,lot174,84daba0c204b25b680a4701ad7d43be8bf43b2e9d32e058fe677f03fff6abb0a,train,198
4320,none,lot174,7fa3c642b1be2aa15c0600319046c83f94e900a414fa3d724e0108158942e1d5,train,199
4358,none,lot176,fe09e89c6cfd79809c5a5818092700041fff454e83da1b8b0eecc2a5c8bd6f95,train,200
4379,none,lot177,6554e1b8998389a1d39793490b5eab10ebf1267aaf8eed04a302367c9a14db65,validation,201
4419,Center,lot178,54bfa04f18c59e58b6d627707a560fef32143f71429124d47a0f4cdf720f6299,train,202
4422,none,lot178,164485622592f1e9722cf8397ba6a179f4269595c67d4994412dece1584a0822,train,203
4429,none,lot179,2a2f7c6317863b21dae03bf54d1644c954f6bf59b937d387d59374e1119b750b,train,204
4434,none,lot179,3110d133f8a44b44320af04f19904e30496194011f05c9146d9f2405e8eddc5d,train,205
4446,Scratch,lot179,e37bc61bf09423e5ccaedab1228439dcf0f53279360dd22842e45e284984d8b9,train,206
4483,none,lot181,58d92cad0a74c3b5d850a7b78cff6e0e72a76f9c32264320e267f10fd926ecbd,train,207
4506,none,lot182,e27d631d6dc50ace4983bf35d31155b1c3c0b26bc9421a28b228bd5244e412da,train,208
4523,none,lot182,185ae57789bde8617ae77811a8704d2ca2c0d993987cf3bcfc432c2efe168253,train,209
4557,Edge-Loc,lot184,dcb14a5e7bc457adef74fb14f0d1d96b37399c18f51108d6a84da4ba9c84a8e8,train,210
4558,none,lot184,cb68cbf5909956cb296c2c8b2e05e983da765c2302034ded0c85d2df267dcd3a,train,211
4596,Scratch,lot185,2d7f4133928516d37ae61e2a9192807aa43e00a0c04dd7b38a0c61172896969c,fresh_audit,212
4658,Scratch,lot188,0c78069d9fbab279706a42a1794ca593ee9e1578be0e1c0596d17f81bf3ed665,train,213
4662,none,lot188,36c3e3a4459985356e110a9b33d50566257358d046bb57a216255cc682a250e0,train,214
4722,Scratch,lot190,ca453b59d2d24d4d85bd4942470c1bfc483be5fb18cc2a879fcd1da3595d9e0c,historical_test,215
4746,none,lot191,8964fc869fd79e9cc46a476371ef6742e0ea402bcd765d8e38ac1efaad1b06bc,train,216
4768,none,lot192,5af79d6454f8ff2b2a8956b757c928461a9728e421fa0c482d3b6e7a5bbf5365,train,217
4777,none,lot193,9d7f98a2fec045a5f2b97eb4491d4a7812fff564a58da7977585b70bf47a0ec5,train,218
4788,Random,lot193,5148f1517b658d896e0f766dd2f68f2938584304367acefddfc84f91a71b7a33,train,219
4793,Edge-Loc,lot193,3ab22d077594267e62d721d6bc35a993694f6a63d685dbaeddeff268d18511a6,train,220
4853,none,lot196,4a6015b3bf4e6e100c4cadfe39c7aa3d25a26a5da36f7e99d5388e585e552f35,fresh_audit,221
4884,Edge-Loc,lot197,dbfa856d6a0763d16787d1354de96c320175cbb9ea1b03b6a476707639e83653,train,222
4890,Center,lot197,34e5a09d5e5432fbe8bfd086dfd34608337f5c411e9f1291d3ca2231e8e91a9d,train,223
4917,none,lot198,5869456f283d4a00057534828c95404ff323935c7fee51905549909e24c29abc,train,224
4924,none,lot198,7282bae5f4abe13aca9ffb721c4e4a66cd646f1c169bce52f4f5c849a4ed6f2c,train,225
4948,none,lot199,9b93aea92a8c31849c7a479c87f9adb1d8e208435f8da484385794b3b5d82518,train,226
4971,none,lot200,06a8024e9e888e39691f18e029b10b428b0567f92400a72d76f52fb833115b06,train,227
4988,none,lot201,712be11a2f2efb91ced3b0161a0fe53b5b243a54a95991156cefe0160c04cc75,train,228
4989,none,lot201,34826451dea07eb793647af8ef2b29062514216afbb0872f4ed1f05b1fbc531c,train,229
4999,none,lot201,1a8fef82ee2d87bb6ab31d7d17f72accadf38a5b44493d25007fd831d9c058c7,train,230
5008,none,lot202,f8e27f0c7652413cedf2b52b128a4ba66f8cc773fb1bf85e1604ff181f521192,train,231
5009,none,lot202,862df6600e99b301685b9e3e577f94705b511473e5ca0389ec214d9a442c7f56,train,232
5031,none,lot203,9c8631e0305870897267ce6e53482e716f31a08cb2e59672db849beee350d6a3,train,233
5054,none,lot204,cc8e9ee45042328a01a50a47b63b48bc4598344399e32a254a13f46888382688,validation,234
5068,Edge-Loc,lot204,454be8be01f742d8244cf455a262460fc3674bc467a1325ca24aed46d697ea2f,validation,235
5107,Edge-Ring,lot206,f5db74e7447b8c4c627695680c33e0b4963b7f77367b94c4883d9e171bfeaff4,train,236
5134,none,lot207,281e969053441ee08863acafad87349913ffda65d46fb83e3565e6d527aca142,train,237
5138,none,lot207,c2b6035e7b1e5f5305743b5acd4f8c71377713670fcb9e170f7eaf227de83f30,train,238
5206,Scratch,lot210,e2ddd253e964b4529d85e2e03f91ef1ff575867b50534b84fd7b7fef7e200032,train,239
5226,Scratch,lot211,8d9dc972d8c1b8c0714465ae23e1ff49205c1ed066cec9cd6bb7a62ee79941a8,train,240
5230,none,lot211,846f48e8661c4c66acf5efaa1d1c8a51f94f094923b1f22797485dce7e2fc517,train,241
5250,none,lot212,3beeea9645fa0ed9118f9720248916971db32100298a9e05fcb70005de2aa0c4,train,242
5265,Edge-Loc,lot212,d7dbc4f83251806c95cee845e39d51f6f9dd630e0e855c82266e9e332c2eedfa,train,243
5271,Edge-Loc,lot212,fb8a4c645053c562a355cba5223f35fab3ffa279be09db3a36a4a3f4611934a0,train,244
